"Store","Department","Recipe Name","Old Price","New Price","Selling","New GP"
"Port Nolloth Spar","Hot Foods","PASTA BILTONG ",67.5230879428099,67.35304930166609,132.99,41.758021883663446,
"Port Nolloth Spar","Hot Foods","STEW BILTONG POTJIE",80.3819915313243,80.1820281619508,142.99,35.513439830587174,
"Port Nolloth Spar","Hot Foods","PANINNI BBQ CHICKEN ",5.298826666666666,3.766146,0.0,0,
"Port Nolloth Spar","Hot Foods","SLAAI GRIEKSE PASTA",30.310523058773057,27.01897351994852,79.99,61.15536998632229,
"Port Nolloth Spar","Hot Foods","L/CHOP,SLAAI,AARTAPPEL & PATAT",56.161534115482475,55.82579606252237,100.0,35.80033452809928,
"Port Nolloth Spar","Hot Foods","SLAAI GROENTE PIEKEL ",25.842918841125844,22.46201721794836,79.99,67.70681360089935,
"Port Nolloth Spar","Hot Foods","SLAAI KERRIE BEET ",24.370301506591336,19.713541536723163,79.99,71.65824132112559,
"Port Nolloth Spar","Hot Foods","RECIPE BBQ CHICKEN FILLET ",76.34873529411763,77.87570999999998,0.0,0,
"Port Nolloth Spar","Hot Foods","RECIPE CHAKALAKA  SAUCE",38.834971830985914,39.61167126760563,0.0,0,
"Port Nolloth Spar","Hot Foods","RECIPE COTTAGE PIE",51.19815395067736,52.22211702969091,0.0,0,
"Port Nolloth Spar","Hot Foods","COTTAGE PIE",40.32681484635211,38.3590510035352,84.99,48.096354095698935,
"Port Nolloth Spar","Hot Foods","RECIPE EIER MAYO",55.47269696969697,56.582150909090906,0.0,0,
"Port Nolloth Spar","Hot Foods","PLATTER BROOD",79.21944435614064,79.3778743786861,250.0,63.4861777858044,
"Port Nolloth Spar","Hot Foods","PLATTER COCKTAIL BREAD ROLL",84.96155334062631,85.17882880011722,250.0,60.817738751946095,
"Port Nolloth Spar","Hot Foods","RECIPE BOBOTIE EIER MENGELS",36.71052631578948,37.44473684210527,0.0,0,
"Port Nolloth Spar","Hot Foods","BOBOTIE ",57.60301701317786,57.850152276335756,104.99,36.634274580639946,
"Port Nolloth Spar","Hot Foods","RECIPE PAMPOEN",17.169300554016623,17.512686565096956,0.0,0,
"Port Nolloth Spar","Hot Foods","GROENTE PAMPOEN TERT",18.06883827304557,18.25059815761804,39.99,47.51640939919795,
"Port Nolloth Spar","Hot Foods","GROENTE PAMPOEN POFFERS",24.06771777142015,19.075250328071053,49.99,56.11814787501158,
"Port Nolloth Spar","Hot Foods","BACO,FILLET,VEG & SALAD",17.744353731656936,17.836123268242602,44.99,54.408664684421005,
"Port Nolloth Spar","Hot Foods","SWEET & SOUR GAMMON",76.81839836477988,77.13798113207548,179.99,50.71466286911118,
"Port Nolloth Spar","Hot Foods","TOEBROODJIE KOUEVLEIS (GAMMON)",5.999161649937108,6.015460371069183,20.99,67.04249915802973,
"Port Nolloth Spar","Hot Foods","STEW GOULASH KERRIE",84.61805023855997,81.25309824333117,154.99,39.7115536616357,
"Port Nolloth Spar","Hot Foods","GRILL ROOSTERBROOD",0.9425916666666667,0.74664,4.99,82.79286573146292,
"Port Nolloth Spar","Hot Foods","WORSBROODJIES",11.361526125983325,11.161655425983323,29.99,57.199387329507104,
"Port Nolloth Spar","Hot Foods","COMBO CHOP,SLAAI & ROOSTER BROOD",23.632021183195796,23.432150483195798,50.0,46.10605388864967,
"Port Nolloth Spar","Hot Foods","GROENTE TERT",25.876236550855992,25.519265981873115,54.99,46.63183146180382,
"Port Nolloth Spar","Hot Foods","STEW BEEF NHLOKO ",76.160766599665,73.74326633165829,129.99,34.76055367227708,
"Port Nolloth Spar","Hot Foods","SOUP GROENTE BEEF",8.782004603174604,6.988551695238096,15.99,49.738371172458976,
"Port Nolloth Spar","Hot Foods","SAUCE BBQ",52.095663333333334,52.39434,94.99,36.568595641646496,
"Port Nolloth Spar","Hot Foods","SAUCE CHIP & DIP",49.973663333333334,50.2299,94.99,39.18898305084746,
"Port Nolloth Spar","Hot Foods","COMBO CHIKKA 3 STRIPS,SAUCE & CHIPS",16.392687705378904,16.4057557753789,32.0,41.041815182232085,
"Port Nolloth Spar","Hot Foods","SAUCE SWEET & SOUR",44.75808333333334,44.01198,84.99,40.44737380868338,
"Port Nolloth Spar","Hot Foods","RECIPE SOUS PAMPOEN POFFERS",20.0624024024024,20.46365045045045,0.0,0,
"Port Nolloth Spar","Hot Foods","GROENTE PAMPOEN TERT",18.25059815761804,18.325283013276618,39.99,47.301636746016236,
"Port Nolloth Spar","Hot Foods","GROENTE PAMPOEN POFFERS",19.075250328071053,19.219566981385526,49.99,55.786153173447985,
"Port Nolloth Spar","Hot Foods","SOUT TONGE",144.73024434797793,146.7435012349375,269.99,37.495823393393046,
"Port Nolloth Spar","Hot Foods","PLATTER XMAS",268.60364388350723,269.02461589857046,500.0,38.124338343328795,
"Port Nolloth Spar","Hot Foods","COMBO BOUD,GAMMON & TONG",52.79514268050014,53.000494882970024,109.99,44.58535401816936,
"Port Nolloth Spar","Hot Foods","SPARERIB ",137.333495,139.37229,239.99,33.214661652568864,
"Port Nolloth Spar","Hot Foods","TENDERISED STEAK",99.79174889685605,100.69677887479315,199.99,42.096456969842436,
"Port Nolloth Spar","Hot Foods","TOAST HAM,KAAS & TAMATIE",10.506108333333334,8.7535125,19.99,49.64212418709355,
"Port Nolloth Spar","Hot Foods","TOAST KAAS ",8.588336111111111,6.797384833333333,15.99,51.11324228684595,
"Port Nolloth Spar","Hot Foods","TOAST KAAS & TAMATIE",8.991958333333333,7.2090795,17.99,53.91639007782102,
"Port Nolloth Spar","Hot Foods","PORK CHOPS",106.45199000000001,107.986975,199.99,37.904384594229725,
"Port Nolloth Spar","Hot Foods","COMBO PORK CHOP,WORS & SLAAI",36.89392002726927,37.230542237769264,70.0,38.83553775223621,
"Port Nolloth Spar","Hot Foods","COMBO CHOP & SLAAI",71.03022531746684,71.93350495208223,149.99,44.84730269024964,
"Port Nolloth Spar","Hot Foods","SAMOOSA BEEF",11.605868333333335,11.3850105,20.99,37.62381098141972,
"Port Nolloth Spar","Hot Foods","SAMOOSA CHICKEN ",11.605868333333335,11.3850105,20.99,37.62381098141972,
"Port Nolloth Spar","Hot Foods","RECIPE LASAGNE CHICKEN",28.273176595649947,28.838640127562947,0.0,0,
"Port Nolloth Spar","Hot Foods","LASAGNE CHICKEN",30.623398814117603,30.952983272718324,79.99,55.49952398596565,
"Port Nolloth Spar","Hot Foods","FOODSTALL PEPPERSTEAK PIE",14.344999999999999,14.631899999999998,23.9,29.595460251046042,
"Port Nolloth Spar","Hot Foods","COMBO FOODSTALL PIE & SPAR DRINK",18.884863333333335,18.994337999999996,35.0,37.59003228571431,
"Port Nolloth Spar","Hot Foods","COMBO FOODSTALL PIE X 4,DRINKS 2L & CHIPS",80.27735238287153,80.86262838287153,139.9,33.529647862543065,
"Port Nolloth Spar","Hot Foods","FOODSTALL STEAK & KIDNEY",14.344999999999999,14.631899999999998,23.9,29.595460251046042,
"Port Nolloth Spar","Hot Foods","COMBO FOODSTALL PIE,SPAR DRINK 330ML & CHIPS",21.966538095717883,22.25917609571788,40.0,36.004868724811104,
"Port Nolloth Spar","Hot Foods","COMBO FOODSTALL PIE X 4,DRINKS 2L & CHIPS",80.86262838287153,81.44790438287153,139.9,33.04854178677466,
"Port Nolloth Spar","Hot Foods","BAKED OMELET ",78.30564786073224,77.74867501794688,119.99,25.484643494758807,
"Port Nolloth Spar","Hot Foods","STEW PORK SWEET & SOUR",34.87184623902025,34.22282536380066,59.99,34.39531727226078,
"Port Nolloth Spar","Hot Foods","VETKOEK PLAIN",32.33779761904762,32.98455357142857,54.99,31.019755215233946,
"Port Nolloth Spar","Hot Foods","VETKOEK KONFYT & KAAS",20.649151565255732,20.881265090388005,59.99,59.970903727377554,
"Port Nolloth Spar","Hot Foods","PLATTER ",252.2514695465401,252.34972320172858,450.0,35.51062629289159,
"Port Nolloth Spar","Hot Foods","VETKOEK HAM & KAAS ",58.99854834215167,59.85887876984127,99.99,31.155404955178064,
"Port Nolloth Spar","Hot Foods","VETKOEK KERRIE MINCE",46.01552747793226,46.29825222283022,89.99,40.83454822063034,
"Port Nolloth Spar","Hot Foods","VETKOEK SPARE RIB ",24.607567293131236,24.83968081826351,44.99,36.50670606578566,
"Port Nolloth Spar","Hot Foods","VETKOEK CHICKEN MAYO",66.5383628967318,66.95066981637466,109.99,29.999754260541096,
"Port Nolloth Spar","Hot Foods","COMBO MINI VETKOEK",15.811786786797455,15.973411099297454,29.99,38.74817351052993,
"Port Nolloth Spar","Hot Foods","PLATTER SPRINGBOK",257.04993559985314,257.24784292128174,460.0,35.68803926967957,
"Port Nolloth Spar","Hot Foods","RECIPE DRUMSTICKS ",114.2035359116022,116.48760662983425,0.0,0,
"Port Nolloth Spar","Hot Foods","PLATTER HOT",251.1915308166207,252.9015688819467,460.0,36.77460777951333,
"Port Nolloth Spar","Hot Foods","PLATTER CHICKEN & RIB",411.14479291153333,409.7070414814546,670.0,29.677149596466755,
"Port Nolloth Spar","Hot Foods","STEW LAMB CURRY",56.42224319230128,54.62965285614732,109.99,42.88198855844222,
"Port Nolloth Spar","Hot Foods","STEW LAMB COUNTRY CROP",50.785770742136286,49.23294935697901,102.99,45.02583575053319,
"Port Nolloth Spar","Hot Foods","STEW LAMB VEG POTJIE",60.50008167832169,57.655063111888126,109.99,39.71877208957965,
"Port Nolloth Spar","Hot Foods","RECIPE MASH",16.239813664596277,16.564609937888203,0.0,0,
"Port Nolloth Spar","Hot Foods","COTTAGE PIE",38.3590510035352,38.452636370415924,84.99,47.96972370163747,
"Port Nolloth Spar","Hot Foods","HOMEMADE PATTY",68.5378574777309,69.90861462728552,119.99,32.9986608705906,
"Port Nolloth Spar","Hot Foods","RECIPE BOONTJIES",28.36233766233766,28.92958441558441,0.0,0,
"Port Nolloth Spar","Hot Foods","STEW LAMB MIELIES & BOONTJIES",41.62524983672574,41.65990904696374,89.99,46.761978659841866,
"Port Nolloth Spar","Hot Foods","STEW BEEF  GREENBEANS",50.810321730764905,49.7788169653802,89.99,36.38666572931745,
"Port Nolloth Spar","Hot Foods","TOPPING TUNA MAYO",70.46087843137254,71.87009599999999,0.0,0,
"Port Nolloth Spar","Hot Foods","COMBO MINI VETKOEK",15.973411099297454,16.030907176097454,29.99,38.52769839109012,
"Port Nolloth Spar","Hot Foods","PLATTER BROOD",79.3778743786861,79.5791106474861,250.0,63.393609102156404,
"Port Nolloth Spar","Hot Foods","PLATTER COCKTAIL BREAD ROLL",85.17882880011722,85.54967849547722,250.0,60.647147892080476,
"Port Nolloth Spar","Hot Foods","PAP",11.160863333333335,10.5095598,29.99,59.699920740246746,
"Port Nolloth Spar","Hot Foods","COMBO HENLEG,PAP EN SOUS",19.03990558029014,18.97347261989014,35.0,37.65858996321813,
"Port Nolloth Spar","Hot Foods","COMBO PAP,WORS & SMOOR",13.793670625838475,13.594371744638474,25.0,37.46588997466302,
"Port Nolloth Spar","Hot Foods","GEBAKTE BACON(STREACKY)",177.7592711111111,180.85520833333334,299.99,30.669859134193363,
"Port Nolloth Spar","Hot Foods","CROISSANT BACON & EGG",11.106615944444446,10.9171222625,20.0,37.22654699062502,
"Port Nolloth Spar","Hot Foods","GEKOOKTE EIER",2.4440933333333335,2.04,4.99,52.985971943887776,
"Port Nolloth Spar","Hot Foods","TAMATIE (SLICE)",27.02024333333333,27.1014,32.99,5.527099120945747,
"Port Nolloth Spar","Hot Foods","GEBAKTE EIER",2.7904308333333336,2.38699125,6.0,54.249334375000004,
"Port Nolloth Spar","Hot Foods","CROISSANT BACON & EGG",10.9171222625,10.5056138875,20.0,39.59272014687502,
"Port Nolloth Spar","Hot Foods","BREAKFAST BUN",7.972313622185432,7.560805247185431,15.99,45.62272648991092,
"Port Nolloth Spar","Hot Foods","SAVOURY TART",39.3911551547619,36.45385504285714,79.99,47.59103225492472,
"Port Nolloth Spar","Hot Foods","GEBAKTE PATTIE",3.5318433333333337,3.143232,6.99,48.28731330472104,
"Port Nolloth Spar","Hot Foods","RECIPE BEEF PATTE",3.0816,3.143232,0.0,0,
"Port Nolloth Spar","Hot Foods","GEBAKTE PATTIE",3.143232,3.2060966399999997,6.99,47.253059570815466,
"Port Nolloth Spar","Hot Foods","CROISSANT HAM & CHEESE",6.3027999999999995,6.428856,11.99,38.33874562135114,
"Port Nolloth Spar","Hot Foods","RECIPE ROER EIER",17.716765,18.071100299999998,34.99,40.60655803086598,
"Port Nolloth Spar","Hot Foods","TOAST ROER EIER,TOMATO,BACON ",7.249489035518764,7.285631236118764,14.99,44.10623134398548,
"Port Nolloth Spar","Hot Foods","CARROT MUFFINS",7.194252295597485,6.853185141509435,11.99,34.26886644924229,
"Port Nolloth Spar","Hot Foods","PANINI  KAAS & TAMATIE",7.067359999999999,7.208707199999999,14.99,44.696375717144775,
"Port Nolloth Spar","Hot Foods","RECIPE S/CHEF CHIPS",145.40631128543413,148.3144375111428,219.99,22.468474413466875,
"Port Nolloth Spar","Hot Foods","RECIPE MAC & CHEESE",29.72951750933765,30.324107859524403,54.99,36.5835169331641,
"Port Nolloth Spar","Hot Foods","RECIPE CHEESE SAUCE",15.470146137787058,15.779549060542799,0.0,0,
"Port Nolloth Spar","Hot Foods","RECIPE MAC & CHEESE",30.324107859524403,30.471691115873533,54.99,36.274877644563446,
"Port Nolloth Spar","Hot Foods","RECIPE PASTA MACARONI",8.862849397590361,9.040106385542169,0.0,0,
"Port Nolloth Spar","Hot Foods","RECIPE MAC & CHEESE",30.471691115873533,30.57218916702805,54.99,36.06470714296735,
"Port Nolloth Spar","Hot Foods","COCKTAIL SPRINGROLLS",2.9092000000000002,2.967384,4.99,31.613394789579164,
"Port Nolloth Spar","Hot Foods","MC COY BOBOTIE ROLL",22.120625,22.5630375,35.9,27.722860376044572,
"Port Nolloth Spar","Hot Foods","PIEMANS BEEF & CHEESE",15.176666666666668,15.480200000000002,29.99,40.639446482160714,
"Port Nolloth Spar","Hot Foods","PIEMAND ROAST CHICKEN",17.070833333333333,17.41225,29.99,33.230785261753915,
"Port Nolloth Spar","Hot Foods","PIEMANS BEEF AND ONION",15.176666666666668,15.480200000000002,29.99,40.639446482160714,
"Port Nolloth Spar","Hot Foods","PIEMANS CORNISH PIE",17.070833333333333,17.41225,29.99,33.230785261753915,
"Port Nolloth Spar","Hot Foods","COMBO 2XCORNISH PIES & CHIPS",41.35417619143577,42.05066619143577,65.0,25.602667507459802,
"Port Nolloth Spar","Hot Foods","BACON & VIENNA QUICHE",49.62918844457658,50.621772213468105,99.99,41.77913986849853,
"Port Nolloth Spar","Hot Foods","ALFREDO PASTA",137.92266607142855,139.03985439285714,249.0,35.78480620410213,
"Port Nolloth Spar","Hot Foods","BEEF GOULASH & ALFREDO PASTA",42.037601772139865,42.2655081897113,89.99,45.988071543318156,
"Port Nolloth Spar","Hot Foods","PLATTER COLD",200.91786693373905,191.7669702724138,420.0,47.49237718731528,
"Port Nolloth Spar","Hot Foods","BACON & CHIC ROLL",33.19246666666666,33.31844279999999,149.99,74.45415746383094,
"Port Nolloth Spar","Hot Foods","BACO,FILLET,VEG & SALAD",17.836123268242602,17.869790252347403,44.99,54.32260771238162,
"Port Nolloth Spar","Hot Foods","BACON,FILLET ,VRG & SALAD",24.561258295501876,24.61433258819753,64.99,56.4448646308245,
"Port Nolloth Spar","Hot Foods","WHITE WINE POACHED PEARS",12.970833333333331,13.145249999999997,49.99,69.75987697539509,
"Port Nolloth Spar","Hot Foods","BEETROOT PRESERVE ",13.652875,13.8409325,55.0,71.05986840909091,
"Port Nolloth Spar","Hot Foods","RECIPE KEBAB PERI PERI",62.7083,63.962466,109.99,33.12406955177744,
"Port Nolloth Spar","Hot Foods","PLATTER KEBABS CRAZY",153.49661203333338,144.36953681160003,400.0,58.49375816666499,
"Port Nolloth Spar","Hot Foods","CHICKEN KEBABS CHILLI",61.411100000000005,62.63932200000001,109.99,34.50748222565688,
"Port Nolloth Spar","Hot Foods","PLATTER KEBABS CRAZY",144.36953681160003,145.0773611502,400.0,58.290258669317495,
"Port Nolloth Spar","Hot Foods","RECIPE KEBABS BBQ",64.42224,65.7106848,114.99,34.28360073049831,
"Port Nolloth Spar","Hot Foods","PLATTER KEBABS CRAZY",145.0773611502,145.97102646348,400.0,58.033329891749496,
"Port Nolloth Spar","Hot Foods","PLATTER SPRINGBOK",257.24784292128174,258.4306352476817,460.0,35.39234118807958,
"Port Nolloth Spar","Hot Foods","SMART CHEF LONG CHEESE GRILLER",9.493802419654124,9.683678468047207,16.99,34.45420695553686,
"Port Nolloth Spar","Hot Foods","S/C FOOTLONG HOTDOG",12.073992419654122,12.50914583740815,21.99,34.58154746239485,
"Port Nolloth Spar","Hot Foods","PLATTER FRUIT",233.16753333333335,224.66163,480.0,46.1748178125,
"Port Nolloth Spar","Hot Foods","RECIPE SPARERIB VIR PLATTERS",95.81541471962616,97.73172301401868,209.99,46.47769823985834,
"Port Nolloth Spar","Hot Foods","PLATTER SPRINGBOK",258.4306352476817,259.4079524778219,460.0,35.14801188054454,
"Port Nolloth Spar","Hot Foods","PLATTER CHICKEN & RIB",409.7070414814546,413.2253835099593,670.0,29.073255069186104,
"Port Nolloth Spar","Hot Foods","PLATTER COLD MEAT",141.28461954022993,130.9410579310345,300.0,49.80592779310344,
"Port Nolloth Spar","Hot Foods","PLATTER CHEESE",269.0154682590523,261.2265236242334,500.0,39.91789956642632,
"Port Nolloth Spar","Hot Foods","SOPKOMBUIS KERRIE MINCE",56.310205234973786,55.86035633967326,104.99,38.81378246440209,
"Port Nolloth Spar","Hot Foods","EISBEIN",68.00138017324352,69.36140777670839,129.99,38.6371113599395,
"Port Nolloth Spar","Hot Foods","S/CHEF MINI PIZZA HAWAIIN",22.335939215686274,22.782657999999998,39.99,34.483479119779965,
"Port Nolloth Spar","Hot Foods","S/CHEF MINI REGINA",19.166783333333335,19.550119000000002,34.99,35.745536296084595,
"Port Nolloth Spar","Hot Foods","GAMMON SONDER SOUS",89.69523333333332,90.6066,159.99,34.87243577723609,
"Port Nolloth Spar","Hot Foods","COMBO BOUD,GAMMON & TONG",53.000494882970024,53.18641368297003,109.99,44.3909666920488,
"Port Nolloth Spar","Hot Foods","STEW BEEF GROENTE ",38.820927870270914,39.597346427676335,79.99,43.07169847252433,
"Port Nolloth Spar","Hot Foods","STEW BUTTER CURRY",80.69611694400838,81.20638568288855,149.99,37.73762015112885,
"Port Nolloth Spar","Hot Foods","C/FILLET & BROC,BLOMKOOL",56.89239333333334,53.8206468,104.99,41.047962834555676,
"Port Nolloth Spar","Hot Foods","SLAAI CUCUMBER PICKLE",46.733317500000005,47.667983850000006,79.99,31.468706803975483,
"Port Nolloth Spar","Hot Foods","MC COY CHIC & MUSH",20.689722222222223,21.103516666666668,35.9,32.39820566388115,
"Port Nolloth Spar","Hot Foods","COMBO 2XMC COY PIES",41.379444444444445,42.62910366666667,60.0,18.294217972222217,
"Port Nolloth Spar","Hot Foods","MC COY PEPPPER STEAK",20.689722222222223,21.103516666666668,35.9,32.39820566388115,
"Port Nolloth Spar","Hot Foods","COMBO 2XMC COY PIES",42.62910366666667,43.051174,60.0,17.485249833333334,
"Port Nolloth Spar","Hot Foods","MC COY PRIME STEAK",20.689722222222223,21.103516666666668,35.9,32.39820566388115,
"Port Nolloth Spar","Hot Foods","MC COY STEAK & KID",20.689722222222223,21.103516666666668,35.9,32.39820566388115,
"Port Nolloth Spar","Hot Foods","PEPPER PATTIE",142.48416666666665,145.33384999999998,0.0,0,
"Port Nolloth Spar","Hot Foods","PEPPER BURGER",13.535234919438876,13.709635539438873,25.99,39.337895843190836,
"Port Nolloth Spar","Hot Foods","PIZZA BREAD",11.537786666666666,11.093336399999998,20.0,36.213315700000024,
"Port Nolloth Spar","Hot Foods","RECIPE PANNEKOEK",3.3079404583333334,3.3740992675,0.0,0,
"Port Nolloth Spar","Hot Foods","C/MAYO PANNEKOEK",9.183453507477484,9.250935492827484,16.0,33.50890114530247,
"Port Nolloth Spar","Beantree","DRINKS CRUSHER MIXEDBERRY",22.644,23.09688,45.0,40.97464,
"Port Nolloth Spar","Beantree","DRINK LATTE ROOIBOS",19.781576666666666,17.540736,40.0,49.57038400000001,
"Port Nolloth Spar","Beantree","BEAN TREE BREAKFAST SPECIAL",24.470924732510287,23.976111227160494,65.0,57.58072629040836,
"Port Nolloth Spar","Beantree","COMBO 2XSPECIAL ONTBYT & KOFFIE",71.56104946502057,71.98285090340741,150.0,44.813147640720985,
"Port Nolloth Spar","Beantree","DRINK COFFEE FREEZO",19.823127777777778,16.13691,45.0,58.76123,
"Port Nolloth Spar","Beantree","RECIPE 200G BEEF PATTIE",104.92592592592592,107.02444444444444,0.0,0,
"Port Nolloth Spar","Beantree","BREAKFAST BOWL ",29.804204444444444,30.400288533333335,70.0,50.05666883809524,
"Port Nolloth Spar","Beantree","SOUS BURGER",36.395802005012534,37.12371804511278,0.0,0,
"Port Nolloth Spar","Beantree","BURGER (WHATABURGER)",53.452042691393906,54.56563200687592,125.0,49.79961855367415,
"Port Nolloth Spar","Beantree","BURGER VEGGIE",21.758455029009912,21.126593616808155,55.0,55.82621334667386,
"Port Nolloth Spar","Beantree","BURGER CHICKALICIOS",36.35082997195552,36.13816303304876,90.0,53.82345834665991,
"Port Nolloth Spar","Beantree","BURGER CHICKEN ",28.20763825191504,27.83210747860748,65.0,50.75857907630985,
"Port Nolloth Spar","Beantree","BURGER BIG JO ",26.3870427205063,25.95653817754801,65.0,54.07689399356891,
"Port Nolloth Spar","Beantree","DRINK CAPPUCCINO",26.582476666666665,22.384614,39.0,33.994086923076935,
"Port Nolloth Spar","Beantree","RECIPE CRUMBEB CHICKEN FILLET",84.23154471544716,85.9161756097561,0.0,0,
"Port Nolloth Spar","Beantree","WAFFLE CRUMBED CHICKEN ",61.28617865401988,62.73700260719783,110.0,34.41131545611136,
"Port Nolloth Spar","Beantree","RECIPE  CHICKEN FILLET ",122.1915,124.63533000000001,0.0,0,
"Port Nolloth Spar","Beantree","GRILLED CHICKEN SALAD ",33.46618916848221,33.90077841385185,75.0,48.018806432093825,
"Port Nolloth Spar","Beantree","BURGER CHICKALICIOS",36.13816303304876,36.546966915448756,90.0,53.30109783025993,
"Port Nolloth Spar","Beantree","BURGER CHICKEN ",27.83210747860748,28.031524006607476,65.0,50.40576521907909,
"Port Nolloth Spar","Beantree","TOPPING CHICKEN MAYO ",71.02757795100223,72.44812951002227,0.0,0,
"Port Nolloth Spar","Beantree","CLUB SANDWICH ",19.50738984232716,18.956774516879722,45.0,51.554909567974036,
"Port Nolloth Spar","Beantree","TRAMAZINI CHICKEN MAYO",31.985513056878016,31.862749053298426,75.0,51.14378478494241,
"Port Nolloth Spar","Beantree","TOEBROODJIE CHICKEN MAYO",12.328850715185917,11.76368873670567,45.0,69.93723989508551,
"Port Nolloth Spar","Beantree","WRAP CHICKEN MAYO",25.604389279694065,26.261373324307986,65.0,53.53757027237819,
"Port Nolloth Spar","Beantree"," TOAST CHICKEN MAYO  & CHIPS",22.77953560753929,22.395790578710127,55.0,53.17243788087883,
"Port Nolloth Spar","Beantree","RECIPE KAAS SKONS",7.263361111111112,7.4086283333333345,0.0,0,
"Port Nolloth Spar","Beantree","CHEESE SCONES",17.46011111111111,17.0298299,40.0,51.0392390375,
"Port Nolloth Spar","Beantree","RECIPE 300G BURGER  PATTIE",107.13025210084032,109.27285714285713,0.0,0,
"Port Nolloth Spar","Beantree","BURGER (WHATABURGER)",54.56563200687592,55.08577080687592,125.0,49.32109085767416,
"Port Nolloth Spar","Beantree","BURGER BURGER",112.71233943047486,116.00686381908436,215.0,37.949817027001394,
"Port Nolloth Spar","Beantree","RECIPE 150G BURGER PATTIE",96.57954545454544,98.51113636363635,0.0,0,
"Port Nolloth Spar","Beantree","BURGER BIG JO ",25.95653817754801,26.200845795729826,65.0,53.64465743832416,
"Port Nolloth Spar","Beantree","RECIPE MUSHROOM",120.27740847784202,122.68295664739885,0.0,0,
"Port Nolloth Spar","Beantree","OMELET CHEESE & MUSHROOM ",29.836094508670516,29.595803946820812,65.0,47.63819301716318,
"Port Nolloth Spar","Beantree","OMELET BACON,MUSHROOM & CHEESE",28.774600887271337,28.513080452993652,70.0,53.157082112939015,
"Port Nolloth Spar","Beantree","TOP UPS MUSHROOM",6.013870423892101,6.256830789017342,15.0,52.03096395086705,
"Port Nolloth Spar","Beantree","RECIPE GEBAKTE EIER",3.1806433333333333,3.2442562,9.99,62.6537074074074,
"Port Nolloth Spar","Beantree","BEAN TREE BREAKFAST SPECIAL",23.976111227160494,24.040996351160494,65.0,57.46592953256221,
"Port Nolloth Spar","Beantree","COMBO 2XSPECIAL ONTBYT & KOFFIE",71.98285090340741,72.11521655636741,150.0,44.71166730678499,
"Port Nolloth Spar","Beantree","BREAKFAST BOWL ",30.400288533333335,30.530058781333334,70.0,49.8434748592381,
"Port Nolloth Spar","Beantree","CROISSANT BACON & EGG",15.976677489711934,15.951872163506172,45.0,59.23410447103977,
"Port Nolloth Spar","Beantree","NAMAKWA SE BROOD",35.076731886513144,35.344588772243405,90.0,54.83746990213343,
"Port Nolloth Spar","Beantree","BURGER (WHATABURGER)",55.08577080687592,55.150655930875914,125.0,49.26139654359416,
"Port Nolloth Spar","Beantree","BEAN TREE BREAKFAST ",36.7538333744856,36.53680028997531,90.0,53.314088518364876,
"Port Nolloth Spar","Beantree","TOP UPS EIER",3.1806433333333333,3.309141324,10.0,61.944874774000006,
"Port Nolloth Spar","Beantree","TOAST BACON,EIER & KAAS ",19.28434583713043,18.80726187787304,55.0,60.67572516444728,
"Port Nolloth Spar","Beantree","NAMAKWALANDER",26.522794951062174,27.18302109808342,70.0,55.34217962457725,
"Port Nolloth Spar","Beantree","WAFFLE CRUMBED CHICKEN ",62.73700260719783,62.80188773119784,110.0,34.343481008293175,
"Port Nolloth Spar","Beantree","TOAST BACON & EGG",18.314745837130427,18.745925877873034,50.0,56.884370480892024,
"Port Nolloth Spar","Beantree","KIDDIES BREAKFAST 1",11.552854444444444,10.864564657333332,30.0,58.352502146888895,
"Port Nolloth Spar","Beantree","KIDDIES BREAKFAST 2",12.535250421455938,11.866608553885058,35.0,61.00971475152053,
"Port Nolloth Spar","Beantree","SANDWICH SAV MINCE",25.899049944410987,26.481916067299206,65.0,53.14737926554757,
"Port Nolloth Spar","Beantree","TOAST BACON EGG CHEESE",26.812612503797094,26.331869877873036,65.0,53.412845600686175,
"Port Nolloth Spar","Beantree","DRINK HOT CHOCOLATE",17.571554444444445,13.87659,30.0,46.806405,
"Port Nolloth Spar","Beantree","RECIPE HOLLANDSE ERTJIE SOP",8.611118768115942,8.78334114347826,0.0,0,
"Port Nolloth Spar","Beantree"," BOM HOT CHOCOLATE",31.066930000000003,29.113676400000003,60.0,44.198786899999995,
"Port Nolloth Spar","Beantree","RECIPE CHICKEN PIE",59.46389682884448,60.653174765421376,0.0,0,
"Port Nolloth Spar","Beantree","WAFFLE BBQ CHICKEN ",49.408166931492744,50.49337534974727,85.0,31.685433350341935,
"Port Nolloth Spar","Beantree","GREEK SALAD",14.58772614379085,14.879480666666666,40.0,57.22149308333334,
"Port Nolloth Spar","Beantree","GRILLED CHICKEN SALAD ",33.90077841385185,34.19836802718519,75.0,47.562502358316046,
"Port Nolloth Spar","Beantree","QUICHE BILTONG & FETA GROOT",12.302877154501509,11.646077832035985,65.0,79.39540075870556,
"Port Nolloth Spar","Beantree","QUICHE BACON & FETA GROOT",12.748767874733513,12.192334583061516,60.0,76.63135871579875,
"Port Nolloth Spar","Beantree","BEEF LASANGE WITH SALAD",29.94572614379085,30.84223028,75.0,52.708580237333344,
"Port Nolloth Spar","Beantree","HEATH BREAKFAST ",33.38585333333333,34.0535704,70.0,44.054848628571435,
